classname,subject,img,Tights,Lifejacket,Girl,Asleep,Toilet,Vespa,Console,Underwear,Potted Plant,People,Female,Headrest,Laptop,Mobile Phone,Motor Scooter,Couch,Car Seat,Convertible,Portrait,Sedan,Motor,Art,Moped,Face,TV,Train Station,Kid,Cell Phone,Seat Belt,Scooter,Sink,Suv,Ankle,Television,Cap,Hotel,Sunglasses,Monitor,Selfie,Human,Driving,Baby,Lighting,Goggles,Motorcycle,Van,Swimwear,Vest,Smile,Finger,Latex Clothing,Belt,Glasses,Lingerie,Subway,Bowl,Military Uniform,Backpack,Umbrella,Hospital,Cockpit,Child,Dessert,Hot Rod,Arm,LCD Screen,Woman,Water,Cake,Train,Automobile,Bag,Spandex,Boy,LED,Hat,Electronics,Furniture,Windshield,Hair,Diver,Haircut,Food,Pc,Bumper,Phone,Person,Diving,Head,Cushion,Bra,Night Club,Accessories,Spotlight,Surgery,Clothing,Sun Hat,X-Ray,Bottle,Black Hair,Apparel,Swimming,Dimples,Bikini,Maillot,Chair,Suitcase,Luggage,Night Life,Sport,Vehicle,Computer,Screen,Resort,Plant,Officer,Operating Theatre,Car,Scuba Diving,Military,Modern Art,Trunk
c0,p002,img_70354.jpg,0,0,0,0,0,0,0,0,0,98.34976196289062,52.11466598510742,0,0,0,0,0,0,60.71398162841797,57.53980255126953,0,0,0,0,54.80717849731445,0,0,53.56052017211914,0,0,0,0,0,0,0,50.93251419067383,0,52.19918441772461,0,57.53980255126953,98.20850372314453,0,53.56052017211914,0,52.19918441772461,0,0,0,0,0,0,0,0,52.19918441772461,0,0,0,0,0,0,0,0,53.56052017211914,0,60.71398162841797,0,0,0,0,0,0,96.56608581542969,0,0,0,0,52.29133224487305,0,57.550209045410156,50.98527526855469,55.48843002319336,0,55.48843002319336,0,0,0,0,98.3498306274414,0,0,0,0,0,56.621788024902344,0,0,0,50.58782196044922,0,0,0,0,0,0,0,0,57.550209045410156,0,0,0,0,96.56608581542969,0,0,0,0,0,0,96.56608581542969,0,0,0,0
c0,p002,img_54617.jpg,0,0,0,0,0,0,0,0,0,98.6868667602539,52.63950729370117,0,0,0,0,0,94.03833770751953,75.4475326538086,51.81336975097656,0,0,0,0,53.35818099975586,0,0,54.48433303833008,0,94.03833770751953,0,0,0,0,0,0,0,0,0,53.35818099975586,98.60360717773438,0,54.48433303833008,0,0,0,0,0,0,0,0,0,94.03833770751953,0,0,0,54.818885803222656,0,0,0,0,0,54.48433303833008,0,75.4475326538086,0,0,0,0,0,0,96.88854217529297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.6869125366211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.88854217529297,0,0,0,0,0,0,96.88854217529297,0,0,0,0
c0,p002,img_26684.jpg,0,0,0,60.329200744628906,0,0,0,0,0,98.5632553100586,50.83234405517578,0,0,0,0,0,0,76.45718383789062,52.74623489379883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.74623489379883,98.45964050292969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.16412353515625,0,0,0,0,0,0,0,76.45718383789062,0,0,0,0,0,0,95.86840057373047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.56329345703125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.86840057373047,0,0,0,0,0,0,95.86840057373047,0,0,0,0
c0,p002,img_82409.jpg,0,0,0,51.87156677246094,0,0,0,0,0,98.55829620361328,52.45137023925781,0,0,0,0,0,96.066162109375,56.47589111328125,53.30889129638672,0,0,0,0,0,0,0,0,0,96.066162109375,0,0,0,0,0,0,0,0,0,53.30889129638672,98.453857421875,0,0,0,0,0,0,0,0,0,0,0,96.066162109375,0,0,0,53.92062759399414,0,0,0,0,0,0,0,56.47589111328125,0,0,0,0,0,0,56.47589111328125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.55834197998047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.47589111328125,0,0,0,0,0,0,56.47589111328125,0,0,0,0
c0,p002,img_5585.jpg,0,0,0,0,0,0,0,0,0,98.85919952392578,52.15764617919922,0,0,0,0,62.60498046875,98.21160888671875,74.72513580322266,52.106422424316406,0,0,0,0,50.68122100830078,0,0,52.42344665527344,0,98.21160888671875,0,0,0,0,0,0,0,0,0,52.106422424316406,98.80225372314453,0,52.42344665527344,0,0,0,0,75.21949005126953,0,0,0,0,98.21160888671875,0,0,0,0,0,0,0,0,0,52.42344665527344,0,74.72513580322266,0,0,0,0,0,0,96.19169616699219,0,0,0,0,0,0,62.60498046875,0,0,0,0,0,0,0,0,98.85922241210938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.21949005126953,75.21949005126953,0,0,0,0,0,96.19169616699219,0,0,0,0,0,0,96.19169616699219,0,0,0,0
c0,p002,img_19029.jpg,0,0,0,51.19451141357422,0,0,0,0,0,98.81233215332031,0,0,0,0,0,0,0,0,55.839012145996094,0,0,0,0,53.69355773925781,0,0,51.622474670410156,0,0,0,0,0,0,0,0,0,50.79831314086914,0,53.69355773925781,98.74848937988281,0,51.622474670410156,0,50.79831314086914,0,0,0,0,0,0,0,0,50.79831314086914,0,0,0,0,0,94.99077606201172,0,0,51.622474670410156,0,0,0,0,0,0,0,0,59.985626220703125,0,0,0,0,51.023250579833984,0,0,0,55.839012145996094,0,55.839012145996094,0,0,0,0,98.81237030029297,0,50.72991943359375,0,0,0,55.55432891845703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.985626220703125,0,0,0,0,0,0,59.985626220703125,0,0,0,0
c0,p002,img_40930.jpg,0,0,0,0,0,0,0,0,0,98.57475280761719,52.81945037841797,0,0,0,0,0,98.20244598388672,82.37762451171875,51.37834548950195,0,0,0,0,0,0,0,51.048194885253906,0,98.20244598388672,0,0,0,0,0,0,0,0,0,51.37834548950195,98.47309875488281,0,51.048194885253906,0,0,0,0,84.59647369384766,0,0,0,0,98.20244598388672,0,0,0,0,0,0,0,0,0,51.048194885253906,0,82.37762451171875,0,0,0,0,0,0,97.60722351074219,0,0,0,0,0,0,84.90254211425781,0,0,0,0,0,0,0,0,98.57481384277344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.59647369384766,84.59647369384766,84.90254211425781,0,0,0,0,97.60722351074219,0,0,0,0,0,0,97.60722351074219,0,0,0,0
c0,p002,img_31547.jpg,0,0,0,0,0,0,0,0,0,98.5440673828125,51.33450698852539,0,0,0,0,0,0,0,50.990699768066406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.990699768066406,98.43721008300781,0,0,0,0,0,0,67.46936798095703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.59426879882812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.54411315917969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.46936798095703,67.46936798095703,0,0,0,0,0,78.59426879882812,0,0,0,0,0,0,78.59426879882812,0,0,0,0
c0,p002,img_87373.jpg,0,0,0,63.021141052246094,0,0,50.60823059082031,0,0,98.5438461303711,0,0,0,0,0,0,94.81668090820312,57.09104537963867,50.98454284667969,0,0,0,0,52.3782844543457,0,0,51.28030776977539,0,0,0,0,0,0,0,0,0,0,0,52.3782844543457,98.43694305419922,0,51.28030776977539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.28030776977539,0,57.09104537963867,0,0,0,0,0,0,96.98103332519531,0,0,0,0,0,0,61.18330383300781,0,0,0,0,0,0,0,0,98.54389190673828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.18330383300781,0,0,0,0,96.98103332519531,0,0,0,0,0,0,96.98103332519531,0,0,0,0
c0,p002,img_10627.jpg,0,0,0,50.734622955322266,0,0,0,0,0,98.46805572509766,0,0,0,0,0,0,0,61.88673400878906,51.55049133300781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.55049133300781,98.34803771972656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.88673400878906,0,0,0,0,0,0,94.42867279052734,0,0,0,0,0,0,60.586280822753906,0,0,0,0,0,0,0,0,98.46810913085938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.586280822753906,0,0,0,0,94.42867279052734,0,0,0,0,0,0,94.42867279052734,0,0,0,0
c0,p002,img_66355.jpg,0,0,0,60.203086853027344,0,0,0,0,0,99.04364013671875,0,0,0,0,0,0,0,97.85174560546875,55.146305084228516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.146305084228516,99.01190948486328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.85174560546875,0,0,0,0,0,0,97.85174560546875,0,0,0,0,0,0,66.51673126220703,0,0,0,0,0,0,0,0,99.04364776611328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.51673126220703,0,0,0,0,97.85174560546875,0,0,0,0,0,0,97.85174560546875,0,0,0,0
c0,p002,img_97714.jpg,0,0,0,0,0,0,0,0,0,98.88175964355469,51.82344436645508,0,0,0,0,0,0,0,52.81731033325195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.81731033325195,98.82807922363281,53.07140350341797,0,0,0,0,0,64.4844741821289,0,0,0,0,0,0,0,0,53.74943542480469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.4974594116211,0,0,0,0,0,0,0,0,98.88178253173828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.4844741821289,64.4844741821289,66.4974594116211,0,0,0,0,0,0,0,0,0,0,0,53.07140350341797,0,0,0,0
c0,p002,img_37344.jpg,0,0,0,0,0,0,0,0,0,98.78606414794922,0,0,0,0,0,0,0,0,50.92240524291992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.92240524291992,98.71824645996094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.2638168334961,0,0,0,0,0,0,65.23384094238281,0,0,0,0,0,0,0,0,98.78608703613281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.23384094238281,0,0,0,0,96.2638168334961,0,0,0,0,0,0,96.2638168334961,0,0,0,0
c0,p002,img_54848.jpg,0,0,0,0,0,0,0,0,0,98.94747924804688,50.61811065673828,0,0,0,0,0,93.81697082519531,0,51.50885009765625,0,0,0,0,0,0,0,0,0,93.81697082519531,0,0,0,0,0,0,0,0,0,51.50885009765625,98.90303039550781,0,0,0,0,0,0,64.15461730957031,0,0,0,0,93.81697082519531,0,0,0,53.3287239074707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.54949951171875,0,0,0,0,0,0,52.373008728027344,0,0,0,0,0,0,0,0,98.94750213623047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.15461730957031,64.15461730957031,52.373008728027344,0,0,0,0,87.54949951171875,0,0,0,0,0,0,87.54949951171875,0,0,0,0
c0,p002,img_59964.jpg,0,0,0,0,0,0,0,0,0,98.64988708496094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.906578063964844,0,98.56066131591797,0,0,0,0,0,0,85.19023895263672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.60236358642578,0,0,0,0,0,0,0,0,98.64993286132812,0,0,0,0,0,0,0,0,51.18888473510742,0,0,0,0,51.18888473510742,0,0,85.19023895263672,85.19023895263672,53.60236358642578,0,0,0,0,0,0,51.906578063964844,0,0,0,0,0,0,0,0,0
c0,p002,img_70675.jpg,0,0,0,66.28864288330078,0,0,0,0,0,98.92736053466797,51.40675354003906,0,0,0,0,0,98.62083435058594,75.89435577392578,54.66225814819336,0,0,0,0,51.02776336669922,0,0,52.719085693359375,0,98.62083435058594,0,0,0,0,0,0,0,0,0,54.66225814819336,98.880126953125,0,52.719085693359375,0,0,0,0,78.83912658691406,0,0,0,0,98.62083435058594,0,0,0,0,0,0,0,0,0,52.719085693359375,0,75.89435577392578,0,0,0,0,0,0,86.25598907470703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.92737579345703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.83912658691406,78.83912658691406,0,0,0,0,0,86.25598907470703,0,0,0,0,0,0,86.25598907470703,0,0,0,0
c0,p002,img_43317.jpg,0,0,0,0,0,0,0,0,0,98.88530731201172,51.29286193847656,0,0,0,0,0,96.26460266113281,61.86312484741211,51.451759338378906,0,0,0,0,51.13092041015625,0,0,51.16911697387695,0,0,0,0,0,0,0,0,0,0,0,51.451759338378906,98.83213806152344,0,51.16911697387695,0,0,0,0,67.87702941894531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.16911697387695,0,61.86312484741211,0,0,0,0,0,0,61.86312484741211,0,0,0,0,0,0,69.5808334350586,0,0,0,0,0,0,0,0,98.88533020019531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.87702941894531,67.87702941894531,69.5808334350586,0,0,0,0,61.86312484741211,0,0,0,0,0,0,61.86312484741211,0,0,0,0
c0,p002,img_13585.jpg,0,0,0,0,0,0,0,0,0,98.9050064086914,52.19449234008789,0,0,0,0,0,0,0,51.36734390258789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.36734390258789,98.85462188720703,0,0,0,0,0,0,68.33078002929688,0,0,0,0,0,0,0,0,50.7281608581543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.87020874023438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.905029296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.33078002929688,68.33078002929688,0,0,0,0,0,92.87020874023438,0,0,0,0,0,0,92.87020874023438,0,0,0,0
c0,p002,img_63064.jpg,0,0,0,0,0,0,0,0,0,98.9489517211914,50.81229782104492,0,0,0,0,0,0,0,51.27587890625,0,0,0,0,51.1744384765625,0,0,51.95341110229492,0,0,0,0,0,0,0,0,0,0,0,51.27587890625,98.9046859741211,0,51.95341110229492,0,0,0,0,70.57096099853516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.95341110229492,0,0,0,0,0,50.622005462646484,0,0,97.38642883300781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.948974609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.622005462646484,0,70.57096099853516,70.57096099853516,0,0,0,0,50.622005462646484,97.38642883300781,0,0,0,0,0,0,97.38642883300781,0,0,0,0
c0,p002,img_91058.jpg,0,0,0,0,0,0,0,0,0,98.91108703613281,51.65696716308594,0,0,0,0,0,95.73652648925781,58.166748046875,51.82905960083008,0,0,0,0,51.68208312988281,0,0,50.5762939453125,0,0,0,0,0,0,0,0,0,52.22227096557617,0,51.82905960083008,98.86157989501953,0,50.5762939453125,0,52.22227096557617,0,0,55.56453323364258,0,0,0,0,0,52.22227096557617,0,0,53.567134857177734,0,0,0,0,0,50.5762939453125,0,58.166748046875,0,0,0,0,0,0,96.6310806274414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.9111099243164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.56453323364258,55.56453323364258,0,0,0,0,0,96.6310806274414,0,0,0,0,0,0,96.6310806274414,0,0,0,0
c0,p002,img_79799.jpg,0,0,0,0,0,0,0,0,0,98.88347625732422,51.591514587402344,0,0,0,0,0,89.78057098388672,50.590972900390625,51.74058532714844,0,0,0,0,53.85881805419922,0,0,52.8363037109375,0,0,0,0,0,0,0,0,0,0,0,53.85881805419922,98.83004760742188,0,52.8363037109375,0,0,0,0,60.975276947021484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.8363037109375,0,50.590972900390625,0,0,0,0,0,0,95.8394775390625,0,0,0,0,0,0,55.72035217285156,0,0,0,0,0,0,0,0,98.88350677490234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.975276947021484,60.975276947021484,55.72035217285156,0,0,0,0,95.8394775390625,0,0,0,0,0,0,95.8394775390625,0,0,0,0
c0,p002,img_18198.jpg,0,0,0,0,0,0,0,0,0,99.02146911621094,51.459991455078125,65.70965576171875,0,0,0,0,0,0,52.40153121948242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.40153121948242,98.98688507080078,0,0,0,0,0,0,67.97160339355469,0,0,0,0,0,0,0,0,54.0079345703125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.69944763183594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.021484375,0,0,65.70965576171875,0,0,0,0,0,0,0,0,0,0,0,0,0,67.97160339355469,67.97160339355469,0,0,0,0,0,97.69944763183594,0,0,0,0,0,0,97.69944763183594,0,0,0,0
c0,p002,img_55108.jpg,0,0,0,0,0,0,0,0,63.11843490600586,99.0174789428711,53.44119644165039,0,0,0,0,0,0,0,60.710113525390625,0,0,0,0,51.17396545410156,0,0,54.98775100708008,0,0,0,0,0,0,0,0,0,0,0,55.874053955078125,98.98236083984375,0,54.98775100708008,0,0,0,0,51.84621047973633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.98775100708008,0,0,0,0,0,0,0,0,96.1732406616211,0,0,0,0,51.19122314453125,0,58.15141677856445,0,60.710113525390625,0,60.710113525390625,0,0,0,0,99.01748657226562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.84621047973633,51.84621047973633,58.15141677856445,0,0,0,0,96.1732406616211,0,0,0,63.11843490600586,0,0,96.1732406616211,0,0,0,0
c0,p002,img_87789.jpg,0,0,0,0,0,0,0,0,0,99.01496124267578,55.216373443603516,0,0,0,0,0,0,0,57.261131286621094,0,0,0,0,50.586761474609375,0,0,51.257164001464844,0,0,0,0,0,0,0,50.82718276977539,0,0,0,52.995521545410156,98.97953796386719,0,51.257164001464844,0,0,0,0,56.405906677246094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.257164001464844,0,0,0,0,0,0,0,0,95.83499908447266,0,0,0,0,51.45570755004883,0,0,0,57.261131286621094,0,57.261131286621094,0,0,0,0,99.01497650146484,0,52.17776870727539,0,0,0,50.71588134765625,0,0,0,50.82718276977539,0,0,0,0,0,0,56.405906677246094,56.405906677246094,0,0,0,0,0,95.83499908447266,0,0,0,0,0,0,95.83499908447266,0,0,0,0
c0,p002,img_11582.jpg,0,0,0,0,0,0,0,0,0,98.98696899414062,52.02313232421875,0,0,0,0,0,0,80.17655944824219,64.0086441040039,0,0,0,0,50.536773681640625,0,0,53.111331939697266,0,0,0,0,0,0,0,0,0,50.61788558959961,0,53.32529067993164,98.9478530883789,0,53.111331939697266,0,50.61788558959961,0,0,70.61009216308594,0,0,0,0,0,50.61788558959961,0,0,0,0,0,0,0,0,53.111331939697266,0,80.17655944824219,0,0,0,0,0,0,98.00286102294922,0,0,0,0,51.18678665161133,0,65.31123352050781,0,64.0086441040039,0,64.0086441040039,0,0,0,0,98.98699188232422,0,52.2908821105957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.61009216308594,70.61009216308594,65.31123352050781,0,0,0,0,98.00286102294922,0,0,0,0,0,0,98.00286102294922,0,0,0,0
